id,order_id,menu_item_id,qty,line_total_cents
16983,8527,2,1,465
16984,8528,3,1,465
16985,8528,22,1,650
16986,8528,34,2,0
16987,8529,13,2,1160
16988,8529,25,2,1250
16989,8530,20,1,625
16990,8530,31,1,0
16991,8531,33,1,0
16992,8531,2,1,465
16993,8531,9,1,600
16994,8532,6,1,485
16995,8532,5,1,485
16996,8533,31,1,0
16997,8533,34,1,0
16998,8534,6,1,485
16999,8534,7,1,600
17000,8535,16,1,625
17001,8535,11,1,650
17002,8535,34,1,0
17003,8536,16,1,625
17004,8536,7,1,600
17005,8537,5,1,485
17006,8537,34,1,0
17007,8538,25,1,625
17008,8539,34,1,0
17009,8540,5,1,485
17010,8541,26,1,650
17011,8541,11,1,650
17012,8542,31,2,0
17013,8542,10,1,650
17014,8543,18,2,1040
17015,8543,21,1,625
17016,8544,2,1,465
17017,8544,4,1,485
17018,8545,17,1,625
17019,8546,27,1,695
17020,8546,32,1,0
17021,8547,12,1,625
17022,8547,32,1,0
17023,8548,32,1,0
17024,8548,7,1,600
17025,8548,14,1,580
17026,8549,10,1,650
17027,8549,15,2,1160
17028,8550,25,1,625
17029,8551,12,1,625
17030,8552,15,1,580
17031,8553,24,1,650
17032,8553,1,1,465
17033,8554,2,1,465
17034,8555,32,1,0
17035,8555,14,1,580
17036,8555,33,1,0
17037,8556,27,2,1390
17038,8556,33,1,0
17039,8557,6,1,485
17040,8557,22,1,650
17041,8557,19,1,580
17042,8558,11,1,650
17043,8559,31,1,0
17044,8560,24,1,650
17045,8561,7,1,600
17046,8561,34,1,0
17047,8561,20,1,625
17048,8562,27,2,1390
17049,8563,6,1,485
17050,8563,6,2,970
17051,8563,22,1,650
17052,8564,31,1,0
17053,8564,25,1,625
17054,8564,10,1,650
17055,8565,12,2,1250
17056,8565,11,1,650
17057,8565,17,1,625
17058,8566,17,1,625
17059,8566,17,1,625
17060,8566,9,1,600
17061,8567,27,1,695
17062,8567,22,1,650
17063,8568,11,1,650
17064,8569,19,1,580
17065,8569,19,1,580
17066,8570,28,1,0
17067,8571,15,1,580
17068,8572,24,2,1300
17069,8573,4,1,485
17070,8573,4,2,970
17071,8574,31,1,0
17072,8574,12,1,625
17073,8574,34,2,0
17074,8575,9,1,600
17075,8575,10,2,1300
17076,8575,4,1,485
17077,8576,3,1,465
17078,8576,2,1,465
17079,8576,1,1,465
17080,8577,15,1,580
17081,8577,3,1,465
17082,8578,29,1,0
17083,8578,8,2,1200
17084,8579,10,1,650
17085,8579,9,1,600
17086,8580,30,1,0
17087,8581,15,1,580
17088,8582,4,1,485
17089,8582,27,2,1390
17090,8582,15,1,580
17091,8583,33,1,0
17092,8584,30,1,0
17093,8584,25,1,625
17094,8585,23,2,1300
17095,8585,26,1,650
17096,8586,16,1,625
17097,8586,4,1,485
17098,8587,15,1,580
17099,8587,17,1,625
17100,8587,25,1,625
17101,8588,9,1,600
17102,8589,13,1,580
17103,8589,32,1,0
17104,8590,4,1,485
17105,8591,14,1,580
17106,8592,31,1,0
17107,8592,3,1,465
17108,8592,8,1,600
17109,8593,17,1,625
17110,8593,14,1,580
17111,8593,4,1,485
17112,8594,32,1,0
17113,8594,15,1,580
17114,8595,28,1,0
17115,8595,14,1,580
17116,8595,11,1,650
17117,8596,28,1,0
17118,8597,27,1,695
17119,8598,31,1,0
17120,8598,10,1,650
17121,8599,14,2,1160
17122,8599,15,1,580
17123,8599,21,1,625
17124,8600,27,1,695
17125,8601,13,1,580
17126,8601,17,1,625
17127,8601,34,1,0
17128,8602,23,2,1300
17129,8603,14,1,580
17130,8603,22,1,650
17131,8604,22,1,650
17132,8604,31,1,0
17133,8605,11,1,650
17134,8605,3,1,465
17135,8606,5,1,485
17136,8606,23,1,650
17137,8607,13,1,580
17138,8608,15,1,580
17139,8608,27,1,695
17140,8608,9,1,600
17141,8609,17,1,625
17142,8609,31,1,0
17143,8609,19,2,1160
17144,8610,5,2,970
17145,8610,26,1,650
17146,8611,25,1,625
17147,8611,12,1,625
17148,8611,15,1,580
17149,8612,15,1,580
17150,8612,29,1,0
17151,8613,15,1,580
17152,8613,32,1,0
17153,8613,34,2,0
17154,8614,18,1,520
17155,8614,26,1,650
17156,8614,28,2,0
17157,8615,19,1,580
17158,8615,26,1,650
17159,8616,4,1,485
17160,8616,12,1,625
17161,8616,14,1,580
17162,8617,9,1,600
17163,8618,8,1,600
17164,8619,30,1,0
17165,8619,26,1,650
17166,8619,4,1,485
17167,8620,33,1,0
17168,8620,33,1,0
17169,8621,34,1,0
17170,8621,23,2,1300
17171,8622,20,1,625
17172,8623,16,1,625
17173,8623,24,1,650
17174,8623,24,1,650
17175,8624,10,1,650
17176,8624,30,1,0
17177,8625,2,1,465
17178,8625,19,1,580
17179,8625,11,1,650
17180,8626,8,1,600
17181,8626,22,1,650
17182,8627,23,2,1300
17183,8627,19,1,580
17184,8627,10,1,650
17185,8628,29,1,0
17186,8629,2,1,465
17187,8630,21,1,625
17188,8630,1,1,465
17189,8630,32,1,0
17190,8631,10,1,650
17191,8631,21,1,625
17192,8631,22,1,650
17193,8632,31,1,0
17194,8633,19,1,580
17195,8634,27,2,1390
17196,8634,13,2,1160
17197,8635,20,1,625
17198,8635,17,1,625
17199,8635,21,1,625
17200,8636,12,1,625
17201,8637,24,1,650
17202,8637,29,1,0
17203,8638,33,1,0
17204,8638,14,1,580
17205,8638,22,1,650
17206,8639,25,1,625
17207,8640,34,2,0
17208,8640,1,2,930
17209,8641,21,1,625
17210,8641,20,1,625
17211,8641,14,2,1160
17212,8642,6,1,485
17213,8642,18,1,520
17214,8642,13,1,580
17215,8643,33,1,0
17216,8644,3,1,465
17217,8644,19,1,580
17218,8644,14,1,580
17219,8645,1,1,465
17220,8645,13,2,1160
17221,8645,17,1,625
17222,8646,15,2,1160
17223,8647,13,2,1160
17224,8647,3,1,465
17225,8648,34,1,0
17226,8648,27,1,695
17227,8649,32,1,0
17228,8649,26,1,650
17229,8650,34,1,0
17230,8650,13,2,1160
17231,8650,22,1,650
17232,8651,20,1,625
17233,8651,21,1,625
17234,8651,16,2,1250
17235,8652,17,1,625
17236,8653,1,1,465
17237,8654,7,1,600
17238,8654,17,1,625
17239,8654,30,2,0
17240,8655,24,1,650
17241,8656,17,1,625
17242,8657,9,1,600
17243,8657,1,1,465
17244,8658,29,1,0
17245,8658,14,2,1160
17246,8659,13,1,580
17247,8660,26,2,1300
17248,8660,11,1,650
17249,8661,4,1,485
17250,8661,23,1,650
17251,8661,32,1,0
17252,8662,13,1,580
17253,8663,8,1,600
17254,8663,33,1,0
17255,8663,31,1,0
17256,8664,21,1,625
17257,8664,5,2,970
17258,8665,11,1,650
17259,8666,15,1,580
17260,8666,23,1,650
17261,8666,12,1,625
17262,8667,32,1,0
17263,8667,20,1,625
17264,8668,6,1,485
17265,8668,15,1,580
17266,8668,29,1,0
17267,8669,25,2,1250
17268,8669,27,1,695
17269,8670,33,1,0
17270,8671,2,1,465
17271,8671,17,1,625
17272,8671,14,1,580
17273,8672,24,1,650
17274,8673,30,1,0
17275,8673,27,1,695
17276,8674,24,1,650
17277,8674,4,1,485
17278,8675,18,1,520
17279,8676,9,2,1200
17280,8676,23,1,650
17281,8677,23,1,650
17282,8677,29,1,0
17283,8678,2,1,465
17284,8678,3,1,465
17285,8679,33,1,0
17286,8680,23,1,650
17287,8680,6,1,485
17288,8680,32,1,0
17289,8681,26,1,650
17290,8681,31,1,0
17291,8681,14,2,1160
17292,8682,12,1,625
17293,8683,2,2,930
17294,8684,7,1,600
17295,8684,30,2,0
17296,8684,6,1,485
17297,8685,9,1,600
17298,8685,22,1,650
17299,8686,27,1,695
17300,8687,34,1,0
17301,8687,4,1,485
17302,8687,2,1,465
17303,8688,29,1,0
17304,8688,34,1,0
17305,8688,20,2,1250
17306,8689,6,1,485
17307,8690,31,1,0
17308,8690,1,1,465
17309,8691,14,1,580
17310,8692,31,1,0
17311,8692,14,1,580
17312,8693,12,1,625
17313,8694,10,1,650
17314,8695,32,1,0
17315,8695,7,2,1200
17316,8695,5,1,485
17317,8696,25,1,625
17318,8696,20,2,1250
17319,8697,30,1,0
17320,8697,13,2,1160
17321,8698,24,1,650
17322,8698,33,1,0
17323,8698,19,1,580
17324,8699,2,1,465
17325,8699,33,1,0
17326,8700,5,1,485
17327,8700,20,1,625
17328,8701,28,1,0
17329,8702,9,2,1200
17330,8703,6,1,485
17331,8703,7,1,600
17332,8703,15,1,580
17333,8704,8,1,600
17334,8704,28,1,0
17335,8704,21,1,625
17336,8705,31,1,0
17337,8705,7,1,600
17338,8706,27,1,695
17339,8706,28,1,0
17340,8706,26,1,650
17341,8707,30,1,0
17342,8707,5,1,485
17343,8707,25,1,625
17344,8708,4,1,485
17345,8708,1,1,465
17346,8708,2,2,930
17347,8709,2,1,465
17348,8709,29,1,0
17349,8709,19,1,580
17350,8710,26,2,1300
17351,8710,33,1,0
17352,8711,33,2,0
17353,8712,11,1,650
17354,8712,19,1,580
17355,8712,23,1,650
17356,8713,18,1,520
17357,8713,26,1,650
17358,8713,32,1,0
17359,8714,30,1,0
17360,8715,31,1,0
17361,8716,34,2,0
17362,8717,11,2,1300
17363,8717,30,1,0
17364,8718,11,1,650
17365,8718,18,1,520
17366,8719,17,1,625
17367,8720,12,1,625
17368,8721,3,1,465
17369,8722,16,1,625
17370,8723,3,1,465
17371,8723,24,2,1300
17372,8723,28,1,0
17373,8724,33,1,0
17374,8725,20,1,625
17375,8725,10,1,650
17376,8726,24,1,650
17377,8726,11,1,650
17378,8726,26,1,650
17379,8727,18,1,520
17380,8728,21,1,625
17381,8728,28,1,0
17382,8728,32,2,0
17383,8729,8,1,600
17384,8730,18,1,520
17385,8730,6,1,485
17386,8730,14,2,1160
17387,8731,30,1,0
17388,8731,26,1,650
17389,8732,25,1,625
17390,8732,10,2,1300
17391,8732,21,1,625
17392,8733,13,1,580
17393,8733,2,1,465
17394,8734,32,1,0
17395,8734,9,2,1200
17396,8734,17,1,625
17397,8735,16,2,1250
17398,8735,16,1,625
17399,8735,15,2,1160
17400,8736,9,2,1200
17401,8736,23,1,650
17402,8737,7,1,600
17403,8737,5,1,485
17404,8737,27,2,1390
17405,8738,16,2,1250
17406,8739,21,1,625
17407,8740,31,1,0
17408,8741,19,1,580
17409,8742,30,1,0
17410,8743,26,1,650
17411,8743,12,2,1250
17412,8743,12,1,625
17413,8744,10,1,650
17414,8745,4,1,485
17415,8746,28,1,0
17416,8746,12,1,625
17417,8747,6,1,485
17418,8747,18,1,520
17419,8748,13,1,580
17420,8749,14,1,580
17421,8749,3,2,930
17422,8749,20,2,1250
17423,8750,34,1,0
17424,8750,15,1,580
17425,8750,24,1,650
17426,8751,11,1,650
17427,8752,15,1,580
17428,8752,10,1,650
17429,8753,10,1,650
17430,8754,31,2,0
17431,8754,18,1,520
17432,8754,9,1,600
17433,8755,34,1,0
17434,8755,33,2,0
17435,8755,33,1,0
17436,8756,7,1,600
17437,8756,26,1,650
17438,8756,8,1,600
17439,8757,9,1,600
17440,8757,22,2,1300
17441,8757,12,1,625
17442,8758,25,1,625
17443,8759,15,1,580
17444,8759,8,1,600
17445,8760,26,1,650
17446,8761,18,1,520
17447,8761,8,1,600
17448,8761,19,1,580
17449,8762,27,2,1390
17450,8762,6,1,485
17451,8763,7,1,600
17452,8763,14,1,580
17453,8763,1,1,465
17454,8764,10,1,650
17455,8764,29,2,0
17456,8764,29,2,0
17457,8765,28,1,0
17458,8766,20,1,625
17459,8766,7,2,1200
17460,8766,10,2,1300
17461,8767,15,1,580
17462,8767,2,1,465
17463,8767,16,1,625
17464,8768,20,1,625
17465,8768,6,1,485
17466,8768,23,1,650
17467,8769,18,1,520
17468,8769,29,1,0
17469,8770,11,1,650
17470,8771,4,1,485
17471,8771,22,1,650
17472,8771,21,1,625
17473,8772,17,1,625
17474,8772,26,1,650
17475,8773,20,1,625
17476,8774,32,2,0
17477,8775,29,1,0
17478,8775,4,1,485
17479,8776,2,1,465
17480,8776,17,1,625
17481,8776,25,1,625
17482,8777,5,2,970
17483,8778,30,2,0
17484,8778,15,1,580
17485,8778,24,1,650
17486,8779,20,1,625
17487,8779,24,1,650
17488,8779,9,1,600
17489,8780,20,1,625
17490,8780,21,1,625
17491,8780,21,1,625
17492,8781,24,1,650
17493,8781,20,1,625
17494,8782,34,1,0
17495,8782,1,1,465
17496,8782,23,1,650
17497,8783,34,1,0
17498,8784,6,1,485
17499,8785,11,1,650
17500,8785,12,2,1250
17501,8785,18,1,520
17502,8786,9,1,600
17503,8787,2,1,465
17504,8788,33,1,0
17505,8788,32,2,0
17506,8789,30,1,0
17507,8789,15,1,580
17508,8790,3,1,465
17509,8791,2,2,930
17510,8792,5,1,485
17511,8792,21,1,625
17512,8793,27,1,695
17513,8794,20,1,625
17514,8794,14,1,580
17515,8795,26,2,1300
17516,8796,13,2,1160
17517,8796,12,1,625
17518,8796,15,1,580
17519,8797,21,1,625
17520,8798,15,1,580
17521,8798,7,1,600
17522,8798,1,1,465
17523,8799,17,1,625
17524,8799,12,1,625
17525,8799,26,1,650
17526,8800,31,1,0
17527,8800,33,1,0
17528,8801,9,2,1200
17529,8802,20,1,625
17530,8803,22,1,650
17531,8804,15,1,580
17532,8805,29,1,0
17533,8805,25,1,625
17534,8805,28,2,0
17535,8806,29,2,0
17536,8806,18,1,520
17537,8806,5,1,485
17538,8807,21,1,625
17539,8807,27,1,695
17540,8807,31,1,0
17541,8808,25,2,1250
17542,8808,19,1,580
17543,8809,19,1,580
17544,8809,12,1,625
17545,8809,6,1,485
17546,8810,7,1,600
17547,8811,15,1,580
17548,8811,4,1,485
17549,8811,22,1,650
17550,8812,23,1,650
17551,8812,12,1,625
17552,8813,17,2,1250
17553,8814,12,1,625
17554,8814,28,1,0
17555,8814,5,2,970
17556,8815,26,1,650
17557,8816,1,2,930
17558,8816,31,1,0
17559,8817,15,1,580
17560,8817,20,1,625
17561,8817,12,1,625
17562,8818,8,1,600
17563,8818,23,2,1300
17564,8819,13,1,580
17565,8820,20,1,625
17566,8821,5,1,485
17567,8821,7,2,1200
17568,8822,9,2,1200
17569,8822,15,2,1160
17570,8823,27,2,1390
17571,8823,20,1,625
17572,8823,11,1,650
17573,8824,19,2,1160
17574,8825,6,1,485
17575,8825,31,1,0
17576,8826,6,1,485
17577,8826,14,1,580
17578,8827,16,1,625
17579,8827,23,1,650
17580,8828,16,2,1250
17581,8829,34,1,0
17582,8830,32,1,0
17583,8830,9,1,600
17584,8830,19,1,580
17585,8831,28,1,0
17586,8831,27,1,695
17587,8832,16,2,1250
17588,8832,32,1,0
17589,8832,31,2,0
17590,8833,20,1,625
17591,8833,10,2,1300
17592,8833,20,1,625
17593,8834,26,2,1300
17594,8834,4,1,485
17595,8834,11,1,650
17596,8835,20,1,625
17597,8835,13,1,580
17598,8835,29,1,0
17599,8836,1,1,465
17600,8836,13,1,580
17601,8836,18,2,1040
17602,8837,4,1,485
17603,8838,6,1,485
17604,8839,14,1,580
17605,8839,11,1,650
17606,8840,23,1,650
17607,8841,28,2,0
17608,8841,24,1,650
17609,8842,22,1,650
17610,8843,8,1,600
17611,8844,20,1,625
17612,8844,21,1,625
17613,8845,12,1,625
17614,8845,25,1,625
17615,8846,33,1,0
17616,8846,3,1,465
17617,8846,2,1,465
17618,8847,32,2,0
17619,8847,1,1,465
17620,8848,33,1,0
17621,8849,4,1,485
17622,8849,33,1,0
17623,8849,15,1,580
17624,8850,23,1,650
17625,8851,9,1,600
17626,8851,7,2,1200
17627,8851,31,1,0
17628,8852,31,1,0
17629,8853,3,1,465
17630,8853,18,1,520
17631,8854,32,1,0
17632,8854,21,1,625
17633,8855,3,1,465
17634,8855,19,1,580
17635,8855,11,1,650
17636,8856,27,1,695
17637,8857,13,1,580
17638,8858,18,1,520
17639,8858,12,1,625
17640,8858,5,1,485
17641,8859,26,1,650
17642,8859,12,1,625
17643,8860,8,2,1200
17644,8860,10,1,650
17645,8860,28,1,0
17646,8861,1,1,465
17647,8862,31,1,0
17648,8862,23,1,650
17649,8862,22,2,1300
17650,8863,4,2,970
17651,8863,31,1,0
17652,8864,24,1,650
17653,8865,23,1,650
17654,8865,20,1,625
17655,8865,2,2,930
17656,8866,29,1,0
17657,8867,14,1,580
17658,8868,20,1,625
17659,8868,11,1,650
17660,8869,27,1,695
17661,8869,17,1,625
17662,8870,12,1,625
17663,8870,11,1,650
17664,8870,9,1,600
17665,8871,12,1,625
17666,8871,19,1,580
17667,8872,25,1,625
17668,8873,1,1,465
17669,8873,22,1,650
17670,8874,11,1,650
17671,8874,3,1,465
17672,8874,28,1,0
17673,8875,6,1,485
17674,8875,28,2,0
17675,8876,32,1,0
17676,8876,34,1,0
17677,8876,6,1,485
17678,8877,28,1,0
17679,8877,4,1,485
17680,8878,15,1,580
17681,8879,19,2,1160
17682,8880,17,1,625
17683,8881,32,1,0
17684,8881,21,2,1250
17685,8882,31,1,0
17686,8882,34,1,0
17687,8882,10,1,650
17688,8883,17,1,625
17689,8884,2,1,465
17690,8884,14,2,1160
17691,8884,9,1,600
17692,8885,13,1,580
17693,8885,23,1,650
17694,8886,10,1,650
17695,8886,1,1,465
17696,8886,10,1,650
17697,8887,3,2,930
17698,8888,15,1,580
17699,8888,33,2,0
17700,8888,22,1,650
17701,8889,28,1,0
17702,8889,3,1,465
17703,8890,1,1,465
17704,8890,20,1,625
17705,8891,13,1,580
17706,8892,10,2,1300
17707,8893,6,1,485
17708,8893,24,1,650
17709,8894,9,1,600
17710,8894,17,1,625
17711,8895,4,1,485
17712,8895,25,1,625
17713,8896,23,1,650
17714,8896,33,1,0
17715,8896,13,1,580
17716,8897,10,1,650
17717,8897,22,2,1300
17718,8898,6,1,485
17719,8899,1,1,465
17720,8900,14,1,580
17721,8900,27,1,695
17722,8900,28,2,0
17723,8901,27,1,695
17724,8902,12,1,625
17725,8902,14,1,580
17726,8903,12,1,625
17727,8903,5,2,970
17728,8903,2,1,465
17729,8904,26,1,650
17730,8904,22,1,650
17731,8904,19,1,580
17732,8905,34,1,0
17733,8906,4,1,485
17734,8907,3,1,465
17735,8907,21,1,625
17736,8907,8,1,600
17737,8908,26,1,650
17738,8908,13,1,580
17739,8909,25,1,625
17740,8909,23,2,1300
17741,8910,27,1,695
17742,8910,1,1,465
17743,8910,29,1,0
17744,8911,4,1,485
17745,8911,22,2,1300
17746,8912,9,1,600
17747,8912,12,1,625
17748,8912,16,1,625
17749,8913,5,1,485
17750,8914,24,1,650
17751,8915,24,1,650
17752,8915,12,1,625
17753,8916,3,2,930
17754,8916,3,2,930
17755,8917,12,1,625
17756,8918,10,1,650
17757,8918,11,1,650
17758,8918,27,1,695
17759,8919,15,2,1160
17760,8920,2,1,465
17761,8920,4,1,485
17762,8920,32,2,0
17763,8921,17,1,625
17764,8922,5,2,970
17765,8922,22,1,650
17766,8923,3,2,930
17767,8923,34,1,0
17768,8923,32,2,0
17769,8924,2,1,465
17770,8924,8,1,600
17771,8925,23,1,650
17772,8925,29,1,0
17773,8925,31,1,0
17774,8926,11,1,650
17775,8926,21,1,625
17776,8926,4,1,485
17777,8927,6,2,970
17778,8927,29,2,0
17779,8928,34,1,0
17780,8928,21,1,625
17781,8929,22,1,650
17782,8929,29,1,0
17783,8930,17,1,625
17784,8930,24,1,650
17785,8930,32,1,0
17786,8931,6,1,485
17787,8931,19,1,580
17788,8931,16,1,625
17789,8932,5,1,485
17790,8932,4,1,485
17791,8932,21,1,625
17792,8933,11,1,650
17793,8933,31,1,0
17794,8933,16,1,625
17795,8934,13,1,580
17796,8934,21,1,625
17797,8934,11,1,650
17798,8935,19,2,1160
17799,8935,31,2,0
17800,8935,15,1,580
17801,8936,14,1,580
17802,8936,9,1,600
17803,8936,22,2,1300
17804,8937,34,1,0
17805,8937,10,1,650
17806,8938,2,1,465
17807,8938,26,1,650
17808,8939,3,1,465
17809,8940,8,1,600
17810,8940,23,2,1300
17811,8941,8,1,600
17812,8941,9,1,600
17813,8941,21,1,625
17814,8942,1,1,465
17815,8943,11,1,650
17816,8943,18,1,520
17817,8943,5,1,485
17818,8944,17,1,625
17819,8944,28,1,0
17820,8945,9,2,1200
17821,8946,18,1,520
17822,8947,15,1,580
17823,8948,21,1,625
17824,8948,4,1,485
17825,8948,13,1,580
17826,8949,5,1,485
17827,8949,5,2,970
17828,8950,18,1,520
17829,8951,30,1,0
17830,8951,1,2,930
17831,8951,28,1,0
17832,8952,6,2,970
17833,8952,1,1,465
17834,8952,28,1,0
17835,8953,27,1,695
17836,8953,5,1,485
17837,8953,21,1,625
17838,8954,5,1,485
17839,8955,18,2,1040
17840,8955,25,1,625
17841,8955,17,1,625
17842,8956,13,1,580
17843,8956,33,1,0
17844,8956,2,1,465
17845,8957,30,1,0
17846,8958,26,1,650
17847,8958,5,1,485
17848,8959,16,1,625
17849,8959,25,1,625
17850,8960,34,1,0
17851,8960,21,1,625
17852,8961,32,1,0
17853,8961,31,1,0
17854,8961,18,1,520
17855,8962,12,1,625
17856,8963,25,1,625
17857,8963,2,2,930
17858,8964,23,1,650
17859,8965,23,2,1300
17860,8966,28,1,0
17861,8966,33,2,0
17862,8967,31,1,0
17863,8967,15,2,1160
17864,8967,28,1,0
17865,8968,20,2,1250
17866,8968,1,2,930
17867,8969,18,1,520
17868,8969,30,1,0
17869,8970,9,1,600
17870,8971,31,2,0
17871,8972,26,1,650
17872,8972,16,1,625
17873,8972,15,1,580
17874,8973,5,1,485
17875,8973,10,1,650
17876,8974,20,1,625
17877,8974,30,1,0
17878,8974,14,1,580
17879,8975,22,1,650
17880,8975,14,1,580
17881,8976,13,2,1160
17882,8976,18,1,520
17883,8976,24,1,650
17884,8977,14,1,580
17885,8978,1,1,465
17886,8979,31,1,0
17887,8979,22,1,650
17888,8980,4,1,485
17889,8980,8,1,600
17890,8980,25,1,625
17891,8981,32,1,0
17892,8981,8,1,600
17893,8982,31,1,0
17894,8982,25,1,625
17895,8982,18,1,520
17896,8983,24,1,650
17897,8983,13,1,580
17898,8983,22,1,650
17899,8984,11,1,650
17900,8984,18,1,520
17901,8984,19,1,580
17902,8985,17,1,625
17903,8985,26,2,1300
17904,8986,18,1,520
17905,8987,29,2,0
17906,8987,10,1,650
17907,8988,8,1,600
17908,8988,23,1,650
17909,8988,32,1,0
17910,8989,13,1,580
17911,8989,9,1,600
17912,8989,20,2,1250
17913,8990,12,2,1250
17914,8991,4,2,970
17915,8992,1,2,930
17916,8992,4,2,970
17917,8993,33,1,0
17918,8994,29,1,0
17919,8994,34,1,0
17920,8995,12,1,625
17921,8995,1,1,465
17922,8995,30,1,0
17923,8996,12,1,625
17924,8996,8,2,1200
17925,8997,8,2,1200
17926,8997,2,1,465
17927,8997,16,1,625
17928,8998,21,1,625
17929,8999,11,1,650
17930,8999,26,1,650
17931,8999,31,1,0
17932,9000,15,2,1160
17933,9001,12,1,625
17934,9002,10,1,650
17935,9003,27,1,695
17936,9003,20,1,625
17937,9004,23,1,650
17938,9004,10,1,650
17939,9004,8,1,600
17940,9005,27,1,695
17941,9006,16,1,625
17942,9006,30,1,0
17943,9007,13,1,580
17944,9007,21,1,625
17945,9008,26,2,1300
17946,9008,14,1,580
17947,9008,5,2,970
17948,9009,7,1,600
17949,9010,6,1,485
17950,9011,23,2,1300
17951,9011,4,1,485
17952,9012,19,1,580
17953,9012,33,1,0
17954,9013,18,2,1040
17955,9013,23,1,650
17956,9013,9,1,600
17957,9014,19,1,580
17958,9014,26,1,650
17959,9015,14,1,580
17960,9016,20,1,625
17961,9016,21,1,625
17962,9016,25,1,625
17963,9017,9,1,600
17964,9018,14,1,580
17965,9018,18,1,520
17966,9019,1,1,465
17967,9019,31,1,0
17968,9019,19,1,580
17969,9020,29,1,0
17970,9021,4,1,485
17971,9021,24,1,650
17972,9022,8,2,1200
17973,9023,24,1,650
17974,9024,7,2,1200
17975,9024,3,2,930
17976,9025,9,1,600
17977,9025,28,1,0
17978,9026,8,1,600
17979,9026,16,1,625
17980,9026,33,1,0
17981,9027,32,1,0
17982,9027,6,1,485
17983,9028,11,2,1300
17984,9028,30,1,0
17985,9029,12,2,1250
17986,9029,12,1,625
17987,9029,26,1,650
17988,9030,18,1,520
17989,9030,4,1,485
17990,9030,21,1,625
17991,9031,23,1,650
17992,9032,22,1,650
17993,9033,22,1,650
17994,9033,27,2,1390
17995,9034,31,2,0
17996,9034,10,1,650
17997,9035,26,1,650
17998,9036,3,1,465
17999,9037,17,1,625
18000,9037,18,1,520
18001,9037,13,1,580
18002,9038,32,2,0
18003,9038,2,1,465
18004,9038,27,1,695
18005,9039,16,1,625
18006,9039,24,1,650
18007,9039,32,1,0
18008,9040,20,1,625
18009,9041,26,1,650
18010,9041,9,2,1200
18011,9042,27,1,695
18012,9042,3,1,465
18013,9042,24,1,650
18014,9043,23,1,650
18015,9043,15,1,580
18016,9043,14,1,580
18017,9044,28,1,0
18018,9045,6,1,485
18019,9045,26,1,650
18020,9045,1,1,465
18021,9046,22,2,1300
18022,9046,18,1,520
18023,9047,5,1,485
18024,9048,30,1,0
18025,9048,21,1,625
18026,9048,22,2,1300
18027,9049,32,1,0
18028,9049,13,1,580
18029,9049,25,1,625
18030,9050,2,1,465
18031,9051,24,1,650
18032,9052,5,1,485
18033,9052,32,1,0
18034,9053,9,1,600
18035,9054,24,2,1300
18036,9054,16,1,625
18037,9054,3,1,465
18038,9055,13,1,580
18039,9056,18,1,520
18040,9057,11,1,650
18041,9057,4,1,485
18042,9058,3,1,465
18043,9058,27,2,1390
18044,9058,5,1,485
18045,9059,26,1,650
18046,9059,15,1,580
18047,9060,2,1,465
18048,9061,24,1,650
18049,9061,4,2,970
18050,9062,13,1,580
18051,9062,34,1,0
18052,9062,30,1,0
18053,9063,23,1,650
18054,9063,23,1,650
18055,9064,30,2,0
18056,9064,5,1,485
18057,9064,4,1,485
18058,9065,28,1,0
18059,9066,1,1,465
18060,9066,3,2,930
18061,9066,10,1,650
18062,9067,25,1,625
18063,9067,26,1,650
18064,9068,20,1,625
18065,9068,33,1,0
18066,9069,12,1,625
18067,9070,12,1,625
18068,9070,4,1,485
18069,9070,19,1,580
18070,9071,33,1,0
18071,9071,10,1,650
18072,9071,18,1,520
18073,9072,5,1,485
18074,9072,32,2,0
18075,9073,22,1,650
18076,9073,22,1,650
18077,9074,28,1,0
18078,9074,15,2,1160
18079,9075,8,1,600
18080,9075,9,1,600
18081,9076,7,1,600
18082,9077,25,1,625
18083,9077,31,1,0
18084,9078,8,1,600
18085,9078,10,1,650
18086,9078,8,1,600
18087,9079,11,1,650
18088,9079,19,1,580
18089,9079,16,1,625
18090,9080,7,2,1200
18091,9081,16,1,625
18092,9081,5,1,485
18093,9081,17,1,625
18094,9082,11,2,1300
18095,9082,11,1,650
18096,9082,27,2,1390
18097,9083,4,2,970
18098,9084,23,1,650
18099,9084,4,1,485
18100,9085,17,1,625
18101,9085,3,1,465
18102,9085,31,1,0
18103,9086,18,1,520
18104,9087,27,1,695
18105,9087,15,1,580
18106,9088,23,1,650
18107,9088,34,1,0
18108,9088,7,1,600
18109,9089,8,2,1200
18110,9089,3,1,465
18111,9089,1,1,465
18112,9090,18,1,520
18113,9090,6,1,485
18114,9090,19,1,580
18115,9091,22,2,1300
18116,9091,28,1,0
18117,9092,32,2,0
18118,9092,28,1,0
18119,9093,33,1,0
18120,9094,33,1,0
18121,9094,1,1,465
18122,9094,20,2,1250
18123,9095,23,1,650
18124,9095,14,1,580
18125,9096,11,1,650
18126,9096,28,1,0
18127,9096,2,1,465
18128,9097,22,1,650
18129,9097,12,1,625
18130,9097,4,1,485
18131,9098,24,1,650
18132,9099,33,1,0
18133,9099,3,1,465
18134,9100,25,1,625
18135,9101,29,1,0
18136,9101,31,2,0
18137,9101,31,2,0
