id,employee_id,customer_id,status,subtotal_cents,tax_cents,total_cents,created_at
16251,3,43,1,580,36,616,2024-11-04T08:56:10
16252,8,9,1,0,0,0,2024-11-04T08:05:27
16253,6,2,1,1300,81,1381,2024-11-04T08:51:15
16254,2,25,1,650,41,691,2024-11-04T08:36:00
16255,5,42,1,0,0,0,2024-11-04T08:41:27
16256,6,6,1,1685,105,1790,2024-11-04T08:29:46
16257,6,21,1,650,41,691,2024-11-04T08:02:09
16258,7,5,1,0,0,0,2024-11-04T08:22:44
16259,7,10,1,1875,117,1992,2024-11-04T08:13:50
16260,10,27,1,1565,98,1663,2024-11-04T08:21:46
16261,8,50,1,1300,81,1381,2024-11-04T09:30:05
16262,8,4,1,1880,118,1998,2024-11-04T09:48:09
16263,1,33,1,625,39,664,2024-11-04T09:22:23
16264,1,6,1,1180,74,1254,2024-11-04T09:19:53
16265,4,5,1,0,0,0,2024-11-04T09:51:16
16266,3,37,1,580,36,616,2024-11-04T09:08:59
16267,7,19,1,1710,107,1817,2024-11-04T09:09:07
16268,1,41,1,1855,116,1971,2024-11-04T09:16:57
16269,4,43,1,2240,140,2380,2024-11-04T09:36:41
16270,1,32,1,1110,69,1179,2024-11-04T09:41:44
16271,4,15,1,2385,149,2534,2024-11-04T10:14:02
16272,2,49,1,1735,108,1843,2024-11-04T10:05:28
16273,10,19,1,1230,77,1307,2024-11-04T10:44:35
16274,5,35,1,625,39,664,2024-11-04T10:38:08
16275,6,15,1,625,39,664,2024-11-04T10:41:04
16276,3,13,1,580,36,616,2024-11-04T10:06:07
16277,1,19,1,1110,69,1179,2024-11-04T10:02:32
16278,1,25,1,1850,116,1966,2024-11-04T10:42:39
16279,10,13,1,1825,114,1939,2024-11-04T10:31:53
16280,5,31,1,0,0,0,2024-11-04T10:43:11
16281,4,29,1,1690,106,1796,2024-11-04T10:47:04
16282,3,27,1,625,39,664,2024-11-04T10:33:18
16283,1,23,1,485,30,515,2024-11-04T10:30:32
16284,10,25,1,1710,107,1817,2024-11-04T10:36:06
16285,1,9,1,1180,74,1254,2024-11-04T10:18:22
16286,4,19,1,0,0,0,2024-11-04T10:54:00
16287,1,27,1,1690,106,1796,2024-11-04T11:35:01
16288,5,7,1,1065,67,1132,2024-11-04T11:08:59
16289,10,42,1,1785,112,1897,2024-11-04T11:53:00
16290,7,4,1,1100,69,1169,2024-11-04T11:35:10
16291,1,12,1,650,41,691,2024-11-04T11:50:07
16292,1,2,1,625,39,664,2024-11-04T11:20:07
16293,2,48,1,625,39,664,2024-11-04T11:47:25
16294,4,6,1,625,39,664,2024-11-04T11:01:39
16295,2,19,1,1145,72,1217,2024-11-04T11:42:35
16296,8,20,1,520,32,552,2024-11-04T11:08:43
16297,3,22,1,0,0,0,2024-11-04T11:56:56
16298,3,40,1,600,38,638,2024-11-04T11:18:12
16299,2,30,1,650,41,691,2024-11-04T11:36:15
16300,5,44,1,625,39,664,2024-11-04T11:15:40
16301,10,43,1,1230,77,1307,2024-11-04T11:28:00
16302,7,39,1,485,30,515,2024-11-04T11:13:29
16303,8,22,1,2945,184,3129,2024-11-04T11:37:48
16304,1,50,1,625,39,664,2024-11-04T12:14:04
16305,8,1,1,1250,78,1328,2024-11-04T12:40:23
16306,5,26,1,1320,82,1402,2024-11-04T12:24:35
16307,10,18,1,930,58,988,2024-11-04T12:28:54
16308,2,30,1,625,39,664,2024-11-04T12:20:30
16309,6,47,1,1785,112,1897,2024-11-04T12:09:12
16310,1,37,1,1250,78,1328,2024-11-04T12:49:11
16311,8,32,1,650,41,691,2024-11-04T12:58:41
16312,2,4,1,2410,151,2561,2024-11-04T12:07:37
16313,5,47,1,650,41,691,2024-11-04T12:46:38
16314,3,45,1,600,38,638,2024-11-04T12:50:48
16315,1,15,1,600,38,638,2024-11-04T12:22:03
16316,6,15,1,600,38,638,2024-11-04T12:17:44
16317,8,35,1,2710,169,2879,2024-11-04T12:54:49
16318,7,47,1,1160,72,1232,2024-11-04T12:15:48
16319,9,35,1,0,0,0,2024-11-04T12:08:07
16320,10,33,1,650,41,691,2024-11-04T13:29:45
16321,8,25,1,650,41,691,2024-11-04T13:00:09
16322,1,36,1,1085,68,1153,2024-11-04T13:12:34
16323,4,11,1,625,39,664,2024-11-04T13:27:18
16324,10,43,1,625,39,664,2024-11-04T13:29:15
16325,5,38,1,1090,68,1158,2024-11-04T13:11:29
16326,3,45,1,2895,181,3076,2024-11-04T13:05:10
16327,8,23,1,1135,71,1206,2024-11-04T13:01:25
16328,8,40,1,1065,67,1132,2024-11-04T13:25:51
16329,9,25,1,580,36,616,2024-11-04T13:01:15
16330,9,25,1,930,58,988,2024-11-04T13:24:32
16331,5,11,1,1180,74,1254,2024-11-04T13:59:13
16332,6,13,1,1040,65,1105,2024-11-04T13:25:10
16333,1,2,1,1230,77,1307,2024-11-04T13:35:56
16334,3,24,1,1900,119,2019,2024-11-04T13:35:59
16335,6,27,1,1090,68,1158,2024-11-04T13:45:19
16336,1,1,1,580,36,616,2024-11-04T14:57:48
16337,2,33,1,1250,78,1328,2024-11-04T14:48:05
16338,2,4,1,1205,75,1280,2024-11-04T14:13:26
16339,10,13,1,2040,128,2168,2024-11-04T14:57:14
16340,7,3,1,600,38,638,2024-11-04T14:13:52
16341,3,41,1,625,39,664,2024-11-04T14:15:11
16342,2,28,1,520,32,552,2024-11-04T14:27:03
16343,4,50,1,1970,123,2093,2024-11-04T14:55:50
16344,3,2,1,1300,81,1381,2024-11-04T14:28:10
16345,3,35,1,1230,77,1307,2024-11-04T14:25:32
16346,2,34,1,485,30,515,2024-11-04T14:11:05
16347,3,46,1,465,29,494,2024-11-04T14:15:42
16348,10,36,1,1665,104,1769,2024-11-04T14:48:38
16349,9,4,1,465,29,494,2024-11-04T15:48:55
16350,4,32,1,1880,118,1998,2024-11-04T15:22:14
16351,4,49,1,1830,114,1944,2024-11-04T15:10:45
16352,2,11,1,1600,100,1700,2024-11-04T15:52:05
16353,7,14,1,580,36,616,2024-11-04T15:48:47
16354,2,15,1,625,39,664,2024-11-04T15:55:53
16355,3,43,1,1250,78,1328,2024-11-04T15:02:46
16356,2,49,1,0,0,0,2024-11-04T15:46:00
16357,1,8,1,1805,113,1918,2024-11-04T15:50:59
16358,3,4,1,1115,70,1185,2024-11-04T15:54:17
16359,7,35,1,2525,158,2683,2024-11-04T15:37:45
16360,4,42,1,1780,111,1891,2024-11-04T15:04:40
16361,9,48,1,0,0,0,2024-11-04T16:28:13
16362,2,45,1,1780,111,1891,2024-11-04T16:58:31
16363,2,24,1,650,41,691,2024-11-04T16:05:09
16364,5,30,1,1595,100,1695,2024-11-04T16:37:39
16365,4,29,1,0,0,0,2024-11-04T16:36:05
16366,6,22,1,0,0,0,2024-11-04T16:17:41
16367,5,26,1,1180,74,1254,2024-11-04T16:58:59
16368,6,3,1,1160,72,1232,2024-11-04T16:45:23
16369,5,38,1,1830,114,1944,2024-11-04T16:36:24
16370,7,43,1,1275,80,1355,2024-11-04T16:48:21
16371,3,24,1,600,38,638,2024-11-04T16:10:58
16372,7,7,1,1740,109,1849,2024-11-04T16:48:35
16373,7,16,1,2015,126,2141,2024-11-04T16:48:51
16374,4,3,1,625,39,664,2024-11-04T17:15:55
16375,9,14,1,930,58,988,2024-11-04T17:46:16
16376,8,5,1,1900,119,2019,2024-11-04T17:34:43
16377,6,44,1,950,59,1009,2024-11-04T17:46:45
16378,7,22,1,1665,104,1769,2024-11-04T17:01:20
16379,9,41,1,625,39,664,2024-11-04T17:12:17
16380,2,34,1,0,0,0,2024-11-04T17:33:07
16381,10,38,1,1740,109,1849,2024-11-04T17:29:13
16382,6,26,1,1250,78,1328,2024-11-04T17:01:11
16383,10,26,1,0,0,0,2024-11-04T17:41:29
16384,10,28,1,625,39,664,2024-11-04T17:30:16
16385,9,27,1,580,36,616,2024-11-04T17:39:16
16386,8,20,1,1205,75,1280,2024-11-04T17:40:13
16387,1,30,1,950,59,1009,2024-11-04T18:13:10
16388,8,34,1,1830,114,1944,2024-11-04T18:34:29
16389,9,39,1,0,0,0,2024-11-04T18:05:44
16390,10,25,1,1115,70,1185,2024-11-04T18:13:24
16391,6,16,1,1085,68,1153,2024-11-04T18:52:09
16392,3,1,1,0,0,0,2024-11-04T18:56:46
16393,9,37,1,1390,87,1477,2024-11-04T18:43:36
16394,8,21,1,2500,156,2656,2024-11-04T18:07:06
16395,9,5,1,950,59,1009,2024-11-04T19:12:37
16396,4,21,1,625,39,664,2024-11-04T19:41:56
16397,4,44,1,0,0,0,2024-11-04T19:08:34
16398,2,38,1,520,32,552,2024-11-04T19:48:53
16399,1,42,1,1160,72,1232,2024-11-04T19:03:39
16400,4,4,1,1250,78,1328,2024-11-04T19:08:28
16401,5,25,1,625,39,664,2024-11-04T19:59:39
16402,6,34,1,1230,77,1307,2024-11-04T19:59:22
16403,8,1,1,985,62,1047,2024-11-04T19:22:34
16404,2,1,1,0,0,0,2024-11-04T20:05:52
16405,2,1,1,1595,100,1695,2024-11-04T20:06:42
16406,7,29,1,1110,69,1179,2024-11-04T20:23:02
16407,5,13,1,1180,74,1254,2024-11-04T20:36:31
16408,10,14,1,520,32,552,2024-11-04T20:26:16
16409,3,11,1,650,41,691,2024-11-04T20:33:44
16410,10,3,1,1250,78,1328,2024-11-04T20:04:37
16411,8,8,1,1230,77,1307,2024-11-04T20:58:46
16412,6,32,1,1085,68,1153,2024-11-04T21:16:17
16413,10,29,1,1555,97,1652,2024-11-04T21:10:32
16414,5,37,1,1120,70,1190,2024-11-04T21:58:08
16415,10,49,1,1275,80,1355,2024-11-04T22:43:28
16416,8,40,1,1250,78,1328,2024-11-04T22:47:24
16417,4,22,1,0,0,0,2024-11-04T22:12:39
16418,10,33,1,1160,72,1232,2024-11-04T22:19:13
16419,1,8,1,1925,120,2045,2024-11-04T23:43:33
16420,5,50,1,2335,146,2481,2024-11-04T23:06:39
16421,1,24,1,625,39,664,2024-11-04T23:52:16
16422,6,20,1,1875,117,1992,2024-11-04T23:32:25
16423,3,17,1,650,41,691,2024-11-05T00:42:59
16424,3,33,1,580,36,616,2024-11-05T00:11:12
16425,5,42,1,600,38,638,2024-11-05T00:48:13
16426,1,33,1,695,43,738,2024-11-05T00:50:42
16427,5,43,1,1880,118,1998,2024-11-05T01:04:36
16428,7,45,1,485,30,515,2024-11-05T01:38:08
16429,3,4,1,1925,120,2045,2024-11-05T01:56:01
16430,5,45,1,600,38,638,2024-11-05T01:14:05
16431,8,39,1,625,39,664,2024-11-05T02:58:37
16432,2,33,1,650,41,691,2024-11-05T02:02:30
16433,9,2,1,0,0,0,2024-11-05T02:26:07
16434,7,46,1,600,38,638,2024-11-05T03:41:50
16435,1,21,1,950,59,1009,2024-11-05T03:28:27
16436,5,42,1,465,29,494,2024-11-05T03:13:48
16437,7,44,1,650,41,691,2024-11-05T04:26:03
16438,8,13,1,1875,117,1992,2024-11-05T04:46:35
16439,3,15,1,1275,80,1355,2024-11-05T04:06:08
16440,5,24,1,1045,65,1110,2024-11-05T05:12:02
16441,4,32,1,650,41,691,2024-11-05T05:31:07
16442,10,16,1,1100,69,1169,2024-11-05T05:08:08
16443,2,45,1,1780,111,1891,2024-11-05T05:47:30
16444,10,36,1,465,29,494,2024-11-05T06:21:23
16445,1,25,1,625,39,664,2024-11-05T06:49:29
16446,5,41,1,625,39,664,2024-11-05T06:10:31
16447,2,38,1,625,39,664,2024-11-05T06:24:33
16448,9,5,1,465,29,494,2024-11-05T07:11:33
16449,5,32,1,1090,68,1158,2024-11-05T07:41:08
16450,8,36,1,625,39,664,2024-11-05T07:17:32
16451,8,9,1,0,0,0,2024-11-05T07:29:59
16452,10,5,1,970,61,1031,2024-11-05T07:16:04
16453,8,42,1,0,0,0,2024-11-05T07:26:20
16454,1,47,1,580,36,616,2024-11-05T07:19:27
16455,9,8,1,650,41,691,2024-11-05T07:00:26
16456,8,29,1,1275,80,1355,2024-11-05T07:37:13
16457,4,45,1,1205,75,1280,2024-11-05T07:31:40
16458,3,43,1,2320,145,2465,2024-11-05T07:28:54
16459,4,39,1,625,39,664,2024-11-05T08:32:03
16460,3,18,1,520,32,552,2024-11-05T08:19:53
16461,8,44,1,485,30,515,2024-11-05T08:23:58
16462,2,16,1,580,36,616,2024-11-05T08:55:20
16463,3,37,1,1225,77,1302,2024-11-05T08:44:51
16464,3,1,1,1110,69,1179,2024-11-05T08:06:39
16465,7,41,1,625,39,664,2024-11-05T08:28:32
16466,3,7,1,650,41,691,2024-11-05T08:01:23
16467,6,15,1,485,30,515,2024-11-05T08:00:04
16468,9,46,1,2200,138,2338,2024-11-05T08:50:55
16469,10,47,1,1250,78,1328,2024-11-05T08:55:02
16470,3,19,1,1250,78,1328,2024-11-05T08:14:17
16471,8,19,1,1715,107,1822,2024-11-05T09:17:26
16472,9,23,1,1715,107,1822,2024-11-05T09:12:47
16473,10,11,1,2555,160,2715,2024-11-05T09:04:39
16474,7,26,1,1600,100,1700,2024-11-05T09:08:43
16475,2,26,1,1785,112,1897,2024-11-05T09:38:05
16476,9,42,1,520,32,552,2024-11-05T09:09:18
16477,10,32,1,600,38,638,2024-11-05T09:50:10
16478,4,16,1,950,59,1009,2024-11-05T09:35:24
16479,3,33,1,1200,75,1275,2024-11-05T09:11:41
16480,8,20,1,0,0,0,2024-11-05T09:16:56
16481,2,34,1,2450,153,2603,2024-11-05T10:16:53
16482,10,27,1,650,41,691,2024-11-05T10:37:20
16483,6,34,1,1180,74,1254,2024-11-05T10:40:51
16484,8,34,1,970,61,1031,2024-11-05T10:15:02
16485,3,18,1,600,38,638,2024-11-05T10:31:33
16486,6,37,1,625,39,664,2024-11-05T10:45:57
16487,7,42,1,625,39,664,2024-11-05T10:58:52
16488,2,10,1,465,29,494,2024-11-05T10:11:40
16489,3,24,1,1850,116,1966,2024-11-05T10:16:38
16490,3,46,1,485,30,515,2024-11-05T10:15:16
16491,9,38,1,650,41,691,2024-11-05T10:25:03
16492,10,7,1,0,0,0,2024-11-05T10:33:27
16493,4,37,1,1115,70,1185,2024-11-05T10:06:40
16494,4,39,1,1640,102,1742,2024-11-05T10:27:43
16495,1,32,1,1065,67,1132,2024-11-05T10:52:15
16496,7,19,1,1415,88,1503,2024-11-05T10:42:15
16497,3,34,1,1620,101,1721,2024-11-05T11:07:42
16498,6,24,1,1785,112,1897,2024-11-05T11:27:16
16499,8,41,1,580,36,616,2024-11-05T11:30:38
16500,5,38,1,625,39,664,2024-11-05T11:45:30
16501,8,32,1,1090,68,1158,2024-11-05T11:15:39
16502,1,49,1,1200,75,1275,2024-11-05T11:41:11
16503,10,50,1,2410,151,2561,2024-11-05T11:56:25
16504,2,47,1,1595,100,1695,2024-11-05T11:58:54
16505,5,3,1,580,36,616,2024-11-05T11:38:01
16506,9,50,1,580,36,616,2024-11-05T11:01:11
16507,5,9,1,485,30,515,2024-11-05T11:15:30
16508,3,16,1,485,30,515,2024-11-05T11:24:58
16509,8,43,1,650,41,691,2024-11-05T11:18:01
16510,10,18,1,1695,106,1801,2024-11-05T11:03:22
16511,9,21,1,485,30,515,2024-11-05T11:36:10
16512,8,34,1,600,38,638,2024-11-05T11:06:56
16513,5,27,1,600,38,638,2024-11-05T12:58:54
16514,10,38,1,0,0,0,2024-11-05T12:28:14
16515,1,40,1,625,39,664,2024-11-05T12:50:38
16516,6,12,1,1275,80,1355,2024-11-05T12:03:52
16517,7,7,1,1110,69,1179,2024-11-05T12:59:32
16518,4,29,1,1110,69,1179,2024-11-05T12:31:46
16519,8,32,1,465,29,494,2024-11-05T12:39:21
16520,8,37,1,1045,65,1110,2024-11-05T12:22:57
16521,4,20,1,0,0,0,2024-11-05T12:51:56
16522,9,23,1,970,61,1031,2024-11-05T12:43:12
16523,9,29,1,625,39,664,2024-11-05T12:50:54
16524,3,12,1,1135,71,1206,2024-11-05T12:46:35
16525,2,1,1,0,0,0,2024-11-05T12:45:58
16526,7,15,1,625,39,664,2024-11-05T12:24:23
16527,9,10,1,1205,75,1280,2024-11-05T12:52:42
16528,6,5,1,1300,81,1381,2024-11-05T12:56:10
16529,4,41,1,625,39,664,2024-11-05T12:59:42
16530,4,42,1,1225,77,1302,2024-11-05T12:39:01
16531,8,28,1,1180,74,1254,2024-11-05T13:09:59
16532,7,14,1,650,41,691,2024-11-05T13:10:06
16533,8,47,1,3035,190,3225,2024-11-05T13:58:43
16534,1,11,1,1550,97,1647,2024-11-05T13:05:20
16535,2,2,1,0,0,0,2024-11-05T13:13:25
16536,2,49,1,625,39,664,2024-11-05T13:00:22
16537,2,28,1,465,29,494,2024-11-05T13:10:13
16538,9,14,1,580,36,616,2024-11-05T13:53:06
16539,5,13,1,650,41,691,2024-11-05T13:41:42
16540,3,37,1,625,39,664,2024-11-05T13:28:43
16541,7,34,1,1320,82,1402,2024-11-05T13:04:40
16542,7,43,1,600,38,638,2024-11-05T13:01:35
16543,1,38,1,3030,189,3219,2024-11-05T13:49:39
16544,3,38,1,1765,110,1875,2024-11-05T13:42:53
16545,7,16,1,1275,80,1355,2024-11-05T13:52:25
16546,5,22,1,1250,78,1328,2024-11-05T13:52:53
16547,5,7,1,1230,77,1307,2024-11-05T13:29:10
16548,7,20,1,520,32,552,2024-11-05T14:05:52
16549,9,36,1,1300,81,1381,2024-11-05T14:12:51
16550,9,13,1,1225,77,1302,2024-11-05T14:41:51
16551,4,50,1,1620,101,1721,2024-11-05T14:51:53
16552,8,33,1,650,41,691,2024-11-05T14:07:25
16553,1,36,1,650,41,691,2024-11-05T14:35:13
16554,1,34,1,2360,148,2508,2024-11-05T14:57:05
16555,2,49,1,465,29,494,2024-11-05T14:39:10
16556,9,38,1,1345,84,1429,2024-11-05T14:05:06
16557,10,36,1,1230,77,1307,2024-11-05T14:20:21
16558,7,50,1,2035,127,2162,2024-11-05T14:37:17
16559,3,13,1,650,41,691,2024-11-05T14:45:40
16560,9,26,1,950,59,1009,2024-11-05T14:54:10
16561,7,42,1,2220,139,2359,2024-11-05T15:23:14
16562,2,42,1,1160,72,1232,2024-11-05T15:06:31
16563,2,34,1,625,39,664,2024-11-05T15:27:10
16564,3,9,1,1230,77,1307,2024-11-05T15:57:20
16565,2,43,1,1850,116,1966,2024-11-05T15:16:55
16566,4,12,1,465,29,494,2024-11-05T15:20:28
16567,9,31,1,485,30,515,2024-11-05T15:44:41
16568,1,32,1,650,41,691,2024-11-05T15:17:32
16569,1,2,1,1850,116,1966,2024-11-05T15:17:28
16570,3,9,1,0,0,0,2024-11-05T15:29:04
16571,2,19,1,625,39,664,2024-11-05T15:22:44
16572,2,47,1,2360,148,2508,2024-11-05T15:03:07
16573,8,3,1,1160,72,1232,2024-11-05T16:48:22
16574,10,40,1,1880,118,1998,2024-11-05T16:25:49
16575,10,36,1,1710,107,1817,2024-11-05T16:23:28
16576,6,11,1,650,41,691,2024-11-05T16:04:47
16577,8,7,1,1925,120,2045,2024-11-05T16:37:02
16578,8,30,1,0,0,0,2024-11-05T16:10:32
16579,5,29,1,1785,112,1897,2024-11-05T16:25:40
16580,6,32,1,970,61,1031,2024-11-05T16:20:20
16581,5,22,1,650,41,691,2024-11-05T16:55:54
16582,2,38,1,1295,81,1376,2024-11-05T16:42:22
16583,4,46,1,1110,69,1179,2024-11-05T16:36:19
16584,2,26,1,580,36,616,2024-11-05T16:47:31
16585,1,32,1,1765,110,1875,2024-11-05T17:31:19
16586,4,19,1,2180,136,2316,2024-11-05T17:49:44
16587,7,41,1,600,38,638,2024-11-05T17:09:34
16588,9,48,1,600,38,638,2024-11-05T17:02:48
16589,6,38,1,1830,114,1944,2024-11-05T17:35:52
16590,10,21,1,0,0,0,2024-11-05T17:12:12
16591,3,22,1,1205,75,1280,2024-11-05T17:50:40
16592,2,11,1,0,0,0,2024-11-05T17:21:20
16593,3,7,1,465,29,494,2024-11-05T17:41:24
16594,10,5,1,1690,106,1796,2024-11-05T17:21:57
16595,2,43,1,1875,117,1992,2024-11-05T17:34:50
16596,8,5,1,930,58,988,2024-11-05T17:47:03
16597,2,49,1,650,41,691,2024-11-05T18:01:46
16598,2,50,1,625,39,664,2024-11-05T18:27:37
16599,3,11,1,3020,189,3209,2024-11-05T18:47:35
16600,4,19,1,1695,106,1801,2024-11-05T18:20:33
16601,3,2,1,580,36,616,2024-11-05T18:19:22
16602,3,41,1,1715,107,1822,2024-11-05T18:26:15
16603,3,28,1,1875,117,1992,2024-11-05T18:46:23
16604,7,25,1,600,38,638,2024-11-05T18:45:15
16605,10,3,1,625,39,664,2024-11-05T19:56:16
16606,3,38,1,1110,69,1179,2024-11-05T19:03:13
16607,3,17,1,520,32,552,2024-11-05T19:06:44
16608,3,6,1,650,41,691,2024-11-05T19:02:48
16609,4,12,1,1575,98,1673,2024-11-05T19:45:37
16610,1,3,1,0,0,0,2024-11-05T19:57:18
16611,4,33,1,580,36,616,2024-11-05T19:19:30
16612,7,41,1,1510,94,1604,2024-11-05T19:02:35
16613,3,20,1,0,0,0,2024-11-05T19:11:02
16614,7,19,1,580,36,616,2024-11-05T19:02:36
16615,6,36,1,1760,110,1870,2024-11-05T20:32:25
16616,10,38,1,1230,77,1307,2024-11-05T20:07:20
16617,7,21,1,1045,65,1110,2024-11-05T20:20:59
16618,9,40,1,650,41,691,2024-11-05T20:10:18
16619,10,17,1,1250,78,1328,2024-11-05T20:08:01
16620,5,35,1,1855,116,1971,2024-11-05T20:26:48
16621,7,42,1,1670,104,1774,2024-11-05T20:42:47
16622,3,28,1,1530,96,1626,2024-11-05T20:57:30
16623,4,17,1,600,38,638,2024-11-05T20:52:49
16624,3,27,1,1135,71,1206,2024-11-05T21:39:28
16625,9,25,1,1300,81,1381,2024-11-05T21:13:05
16626,5,23,1,0,0,0,2024-11-05T21:17:25
16627,5,48,1,1250,78,1328,2024-11-05T22:03:11
16628,4,30,1,1995,125,2120,2024-11-05T22:14:01
16629,7,14,1,580,36,616,2024-11-05T22:35:11
16630,6,30,1,1550,97,1647,2024-11-05T23:13:34
16631,10,12,1,695,43,738,2024-11-05T23:41:24
16632,2,49,1,650,41,691,2024-11-05T23:05:00
16633,3,24,1,520,32,552,2024-11-06T00:48:25
16634,7,35,1,600,38,638,2024-11-06T00:45:47
16635,9,14,1,1200,75,1275,2024-11-06T00:33:50
16636,9,38,1,485,30,515,2024-11-06T00:13:05
16637,3,42,1,600,38,638,2024-11-06T01:19:29
16638,1,23,1,0,0,0,2024-11-06T01:45:39
16639,8,14,1,650,41,691,2024-11-06T01:19:51
16640,5,22,1,1855,116,1971,2024-11-06T01:52:10
16641,1,49,1,1145,72,1217,2024-11-06T02:09:45
16642,5,30,1,1090,68,1158,2024-11-06T02:02:27
16643,1,19,1,1250,78,1328,2024-11-06T02:59:03
16644,7,13,1,1160,72,1232,2024-11-06T03:17:35
16645,2,37,1,1810,113,1923,2024-11-06T03:52:13
16646,1,41,1,1585,99,1684,2024-11-06T03:16:58
16647,6,8,1,1610,101,1711,2024-11-06T03:21:52
16648,1,26,1,2385,149,2534,2024-11-06T04:05:07
16649,10,21,1,0,0,0,2024-11-06T04:50:32
16650,6,9,1,0,0,0,2024-11-06T04:33:17
16651,1,35,1,1690,106,1796,2024-11-06T04:20:45
16652,7,22,1,1275,80,1355,2024-11-06T05:39:53
16653,8,48,1,970,61,1031,2024-11-06T05:07:07
16654,4,48,1,1170,73,1243,2024-11-06T05:36:46
16655,4,23,1,600,38,638,2024-11-06T06:36:00
16656,7,2,1,580,36,616,2024-11-06T06:51:20
16657,4,49,1,1850,116,1966,2024-11-06T06:11:04
16658,6,24,1,1275,80,1355,2024-11-06T06:59:43
16659,4,13,1,1160,72,1232,2024-11-06T07:14:42
16660,3,41,1,2225,139,2364,2024-11-06T07:11:04
16661,6,36,1,1115,70,1185,2024-11-06T07:00:01
16662,10,5,1,485,30,515,2024-11-06T07:15:32
16663,8,4,1,625,39,664,2024-11-06T07:51:24
16664,1,49,1,1135,71,1206,2024-11-06T07:12:44
16665,5,48,1,1715,107,1822,2024-11-06T07:02:08
16666,4,17,1,1205,75,1280,2024-11-06T07:10:17
16667,8,36,1,1230,77,1307,2024-11-06T07:35:04
16668,1,30,1,1230,77,1307,2024-11-06T07:03:27
16669,8,10,1,1275,80,1355,2024-11-06T08:25:07
16670,10,32,1,2085,130,2215,2024-11-06T08:18:24
16671,3,35,1,1925,120,2045,2024-11-06T08:06:12
16672,5,40,1,695,43,738,2024-11-06T08:39:21
16673,5,1,1,1785,112,1897,2024-11-06T08:59:02
16674,8,20,1,625,39,664,2024-11-06T08:12:58
16675,8,34,1,580,36,616,2024-11-06T08:17:05
16676,10,18,1,485,30,515,2024-11-06T08:26:25
16677,4,13,1,2220,139,2359,2024-11-06T08:50:00
16678,1,39,1,1275,80,1355,2024-11-06T08:23:42
16679,4,38,1,625,39,664,2024-11-06T09:42:39
16680,9,14,1,1180,74,1254,2024-11-06T09:54:20
16681,6,10,1,520,32,552,2024-11-06T09:31:16
16682,8,19,1,1160,72,1232,2024-11-06T09:34:54
16683,5,40,1,1230,77,1307,2024-11-06T09:33:27
16684,4,4,1,520,32,552,2024-11-06T09:06:05
16685,3,48,1,1785,112,1897,2024-11-06T09:43:06
16686,5,8,1,1695,106,1801,2024-11-06T09:22:42
16687,9,18,1,580,36,616,2024-11-06T09:09:06
16688,2,25,1,2365,148,2513,2024-11-06T09:32:56
16689,3,8,1,485,30,515,2024-11-06T10:52:17
16690,10,50,1,2270,142,2412,2024-11-06T10:42:13
16691,7,43,1,0,0,0,2024-11-06T10:15:30
16692,4,5,1,695,43,738,2024-11-06T10:34:57
16693,5,50,1,650,41,691,2024-11-06T10:15:51
16694,5,21,1,625,39,664,2024-11-06T10:06:12
16695,6,19,1,650,41,691,2024-11-06T10:27:01
16696,3,7,1,485,30,515,2024-11-06T10:21:43
16697,9,8,1,1950,122,2072,2024-11-06T10:48:34
16698,2,46,1,1250,78,1328,2024-11-06T10:57:37
16699,9,35,1,1250,78,1328,2024-11-06T10:19:12
16700,8,42,1,1530,96,1626,2024-11-06T10:05:20
16701,9,11,1,1205,75,1280,2024-11-06T10:15:58
16702,8,6,1,1300,81,1381,2024-11-06T10:44:24
16703,1,37,1,0,0,0,2024-11-06T10:24:53
16704,6,6,1,2795,175,2970,2024-11-06T10:47:20
16705,9,20,1,625,39,664,2024-11-06T11:20:00
16706,7,48,1,650,41,691,2024-11-06T11:32:11
16707,8,34,1,1345,84,1429,2024-11-06T11:37:32
16708,6,23,1,1065,67,1132,2024-11-06T11:31:11
16709,2,3,1,580,36,616,2024-11-06T11:03:02
16710,10,10,1,600,38,638,2024-11-06T11:17:16
16711,6,1,1,1200,75,1275,2024-11-06T11:07:39
16712,4,21,1,1090,68,1158,2024-11-06T11:58:31
16713,10,18,1,1065,67,1132,2024-11-06T11:16:07
16714,2,40,1,0,0,0,2024-11-06T11:28:19
16715,7,3,1,1250,78,1328,2024-11-06T11:22:16
16716,2,1,1,580,36,616,2024-11-06T11:00:34
16717,6,2,1,1275,80,1355,2024-11-06T11:48:52
16718,10,34,1,1115,70,1185,2024-11-06T11:19:14
16719,6,12,1,2230,139,2369,2024-11-06T11:09:54
16720,9,3,1,1180,74,1254,2024-11-06T11:20:26
16721,9,45,1,2350,147,2497,2024-11-06T12:07:53
16722,9,5,1,695,43,738,2024-11-06T12:24:42
16723,6,30,1,600,38,638,2024-11-06T12:04:12
16724,4,22,1,1200,75,1275,2024-11-06T12:19:22
16725,6,16,1,1875,117,1992,2024-11-06T12:23:26
16726,8,35,1,1875,117,1992,2024-11-06T12:06:29
16727,8,8,1,1225,77,1302,2024-11-06T12:05:24
16728,10,11,1,485,30,515,2024-11-06T12:58:35
16729,7,4,1,1830,114,1944,2024-11-06T12:06:23
16730,6,41,1,465,29,494,2024-11-06T12:01:25
